headline,description,date
Le CAC 40 victime du coronavirus : que faire face à la capitulation des marchés ?,Début de semaine désastreux à la Bourse de Paris comme sur les autres places internationales. Que faire face à cette déroute ? Les réponses des professionnels.,"Publié le 9 mars à 12h58,Mis à jour le 9 mars à 15h50"
Coronavirus : les banques durement sanctionnées en Bourse,"Toutes les valeurs bancaires souffrent, lundi, des conséquences de l'épidémie de Covid-19, avec des chutes allant jusqu'à 12 %. Deux banques françaises sont plus particulièrement exposées à l'Italie : Crédit Agricole et BNP Paribas.","Publié le 9 mars à 11h23,Mis à jour le 9 mars à 15h48"
Le coronavirus provoque un krach Boursier mondial,"Les marchés mondiaux ont été emportés par un vent de panique ce lundi. A la crise sanitaire s'est ajouté le krach pétrolier. La Bourse de Paris s'est écroulée de 8,39 %, à 4.707,91 points en clôture, sa pire séance depuis 2008. Wall Street a connu sa pire séance depuis 2008.","Publié le 9 mars à 9h23,Mis à jour le 9 mars à 21h22"
Coronavirus : ce qu'il faut retenir de la journée du lundi 9 mars,La France comptabilise 25 morts et 1.412 cas confirmés. Le ministre de la Culture Franck Riester a lui-même été déclaré positif. L'Italie a étendu ses mesures de confinement à l'ensemble de son territoire tandis que Wall Street et les Bourses européennes ont enregistré leurs pires séances depuis la crise de 2008.,"Publié le 9 mars à 7h28,Mis à jour le 10 mars à 10h03"
Coronavirus : la fièvre gagne toutes les Bourses asiatiques,"Tous les marchés de la région Asie-Pacifique ont plongé ce lundi. Tokyo a clôturé sur une chute de 5,07 %, Sydney, de 7,33 %. Les investisseurs s'inquiètent de la propagation du coronavirus en Europe et aux Etats-Unis et vivent mal la chute soudaine des prix du pétrole. Ils se replient sur les valeurs refuges traditionnelles.","Publié le 9 mars à 6h56,Mis à jour le 9 mars à 8h52"
Crise du coronavirus : la folle semaine des marchés,"Les Places financières mondiales ont alterné rebonds spectaculaires et corrections violentes la semaine dernière. La panique commence à gagner les investisseurs, et les indicateurs de stress passent dans le rouge les uns après les autres.","Publié le 7 mars à 20h50,Mis à jour le 9 mars à 15h56"
Coronavirus : encore une semaine noire pour les banques en Bourse,Le secteur est l'une des principales victimes en Bourse des craintes liées à l'épidémie de coronavirus. Les banques françaises comme BNP Paribas et Société Générale ont respectivement perdu 27 % et 31 % en deux semaines.,"Publié le 7 mars à 8h15,Mis à jour le 7 mars à 11h28"
,"Avec l'effondrement de la demande de produits pétroliers, les capacités de stockage se remplissent à grande vitesse aux quatre coins de la planète, y compris sur les supertankers en mer. Le coût du stockage explose, accentuant la pression à la baisse sur les cours du brut.","Sélection abonnés,Publié le 7 avr. à 16h13,Mis à jour le 9 avr. à 12h22"
,"La plateforme d'hébergements touristiques entre particuliers est sévèrement touchée par la pandémie, qui pourrait reporter son introduction en Bourse programmée cette année. Selon le « FT », elle aurait aussi revu sa valorisation à la baisse.","Sélection abonnés,Publié le 7 avr. à 12h41,Mis à jour le 7 avr. à 18h23"
Coronavirus : les Bourses mondiales poursuivent leur rebond,"Poussés par les bonnes nouvelles sur le front économique et l'absence de publications macroéconomiques, les investisseurs font de nouveau preuve d'optimisme ce mardi. Les Bourses mondiales évoluent toutes dans le vert. Mais certains analystes y voient une forme de surréaction alors que les chiffres économiques restent catastrophique et que la reprise ne se profile pas pour demain.","Publié le 7 avr. à 8h48,Mis à jour le 7 avr. à 16h46"
,"Quelques jours avant la tempête du coronavirus, ce Rennais a été nommé à la tête de la division internationale d'Itaú BBA, une puissante banque d'investissement brésilienne à Londres. Retour sur un parcours.","Portrait,Sélection abonnés,Publié le 7 avr. à 7h30,Mis à jour le 7 avr. à 15h18"
,Le fabricant de tubes sans soudure a tenu ce lundi matin son assemblée générale hors de la présence physique des actionnaires. Ces derniers ont pu y assister en direct par visioconférence. C'est une première pour un groupe du SBF 120. D'autres sociétés ont fait le choix de reporter à fin juin leurs AG.,"Sélection abonnés,Publié le 6 avr. à 18h24,Mis à jour le 6 avr. à 18h56"
Cours/Bénéfices : Histoire de CAPE et de marchés,Les actions émergentes semblent bien décotées face aux valeurs américaines.,Publié le 6 avr. à 15h08
Vallourec se prépare pour affronter la tempête qui s'annonce,Le spécialiste français des tubes pour l'industrie pétrolière supprime 900 emplois aux Etats-Unis. L'assemblée générale du groupe a donné son feu vert à une augmentation de capital destinée à réduire l'endettement. Les conditions de marché empêchent de réaliser l'opération dans l'immédiat.,"Publié le 6 avr. à 9h56,Mis à jour le 6 avr. à 19h16"
"Coronavirus : soulagées par le recul de la mortalité, les Bourses européennes clôturent en forte hausse","Rassurées par une baisse du nombre de morts dans plusieurs pays européens, l'ensemble des places financières mondiales affiche un fort rebond ce lundi, alors que jusqu'à maintenant, les investisseurs étaient généralement tétanisés par les mauvaises nouvelles accumulées durant le week-end. En revanche, le report de la réunion entre l'OPEP et la Russie fait dégringoler les cours de l'or noir.","Publié le 6 avr. à 9h47,Mis à jour le 6 avr. à 18h13"
EN DIRECT - Coronavirus : ce qu'il faut retenir de la journée du 6 avril,"Au Royaume Uni, Boris Johnson, atteint du Covid-19 et hospitalisé depuis dimanche, a été admis en soins intensifs. En France, 98.010 cas ont été confirmés au total et 8.911 décès (+833) comptabilisés depuis le 1er mars. En Italie, le nombre de décès repart à la hausse après deux journées consécutives de baisse. Les Etats-Unis franchissent la barre des 10.000 morts.","Publié le 6 avr. à 7h16,Mis à jour le 6 avr. à 23h11"
,Les marchés boursiers ont dévissé de plus de 30 % en moins de 15 jours. Si aucune catégorie de fonds n'a été épargnée certaines ont mieux limité la casse. D'autres creusent encore leurs pertes. ,"Sélection abonnés,Publié le 3 avr. à 9h44,Mis à jour le 3 avr. à 10h08"
Coronavirus : le doute s'empare de nouveau des Bourses mondiales,"Après une séance ayant terminé dans le vert, dopée par un rebond spectaculaire du pétrole, les Bourses mondiales repartent à la baisse ce vendredi. Les indicateurs économiques ainsi que les nouvelles sur le front sanitaire ne permettent toujours pas aux investisseurs d'entrevoir une sortie de crise et de reprendre confiance.","Publié le 3 avr. à 9h32,Mis à jour le 3 avr. à 17h42"
Sodexo : les dirigeants divisent par deux leur rémunération,"Sophie Bellon, présidente du conseil d'administration, renonce à 50 % de son salaire fixe sur les six prochains mois, tout comme Denis Machuel, le directeur général, qui va en sus abandonner son bonus annuel. Cet argent alimentera un programme de soutien aux salariés les plus vulnérables. ","Publié le 2 avr. à 18h44,Mis à jour le 2 avr. à 18h46"
,"Si le réseau social a fait face à une réduction significative de la demande des annonceurs lors des trois dernières semaines du mois de mars, il observe une stabilisation en avril, avec des recettes publicitaires au même niveau qu'au premier trimestre 2019. Mark Zuckerberg a insisté sur sa volonté de continuer à investir malgré les incertitudes.","Résultats,Sélection abonnés,Publié le 30 avr. à 6h00"
,La capitalisation des Gafam a encore enflé à la faveur du rebond des marchés. Elle dépasse maintenant 5.000 milliards de dollars. Les « Big Five » représentent désormais 22 % du S&P 500. ,"Décryptage,Sélection abonnés,Publié le 29 avr. à 19h14,Mis à jour le 30 avr. à 10h44"
Bourse : Réflexes naturels,Les investisseurs sont loin d'avoir quitté le mode d'investissement de crise.,Publié le 29 avr. à 16h17
,"Exception européenne, le marché danois est quasiment revenu dans le vert depuis le début de l'année. Une performance qui s'explique par le poids des valeurs santé, comme Novo Nordisk, et des titres verts, comme Ørsted, à la Bourse de Copenhague.","Focus,Sélection abonnés,Publié le 29 avr. à 13h50,Mis à jour le 29 avr. à 16h16"
,"Les banques qui financent le transport de matières premières réduisent la voilure en Asie, après un nouveau scandale à Singapour. Les établissements bancaires sont exposés à près de 4 milliards de dollars de pertes par la faillite de Hin Leong Trading. Le trader de pétrole avait caché 800 millions de dollars de pertes.","Sélection abonnés,Publié le 29 avr. à 7h13"
,Le titre du champion allemand du paiement en ligne chutait en bourse après le report de son bilan 2019. Pourtant l'audit mené à sa demande par KMPG ne confirme pas les accusations de fraude du «Financial Times».,"Sélection abonnés,Publié le 28 avr. à 17h14"
Bourse/Gafam : Ce qui se raréfie peut être chéri,La croissance saine financièrement restera une denrée rare.,Publié le 28 avr. à 15h59
,"L'ampleur de la récession annoncée par l'ensemble des économistes a certes fait décrocher de plus de 20 % les marchés aux Etats-Unis et en Europe à l'issue du premier trimestre. Reste que pour l'instant, ces mauvaises performances ne sont pas encore équivalentes à celle des autres crises. Excès d'optimisme de la part des boursiers, décidément déconnectés de la vie réelle ? Ou, au contraire, voient-ils plus loin que nos seules angoisses immédiates ?","Chronique,Sélection abonnés,Publié le 2 avr. à 17h47"
"Suez, une saga française","Avant Isabelle Kocher, il y eut Sesostris. Voici 4.000 ans que le pharaon jeta les bases de ce qui deviendrait très longtemps plus tard la Compagnie Financière de Suez, puis Engie, quel nom désincarné ! Sesostris III, donc, fit construire un canal souvent ensablé joignant l'un des lacs Amers à l'est…","Critique,Publié le 2 avr. à 13h22"
,"La semaine dernière, quelques sociétés ont réussi à lever des fonds propres sur les marchés. Mais les banquiers s'attendent à une forte activité au second semestre, provenant d'entreprises ayant besoin de trouver de l'argent pour renforcer leur structure financière.","Sélection abonnés,Publié le 2 avr. à 12h44,Mis à jour le 2 avr. à 12h55"
,"Au premier trimestre, la Chine a devancé les Etats-Unis sur le marché des introductions en Bourse. Près de 80 sociétés ont fait leurs premiers pas sur les bourses de Shanghai, de Shenzhen et de Hong Kong pour lever près de 12 milliards de dollars. En Europe et aux Etats-Unis, de nombreuses opérations sont reportées. ","Sélection abonnés,Publié le 2 avr. à 11h04"
Les Bourses européennes repartent à la baisse,"Les principaux indices européens sont repartis à la baisse jeudi, pénalisés par les chiffres désastreux du chômage aux Etats-Unis. Ils avaient ouvert en légère hausse après avoir terminé en baisse de plus de 4 % la veille.","Publié le 2 avr. à 8h43,Mis à jour le 2 avr. à 15h43"
Bourse / Valeurs Coronavirus / BioMérieux : Le stress des tests « stretchés »,Le secteur du dépistage est en surchauffe boursière.,Publié le 1 avr. à 19h35
,"Quand les marchés s'effondrent, mieux vaut se boucher les oreilles. Et, bien sûr, se laver les mains.","Édito,Sélection abonnés,Publié le 1 avr. à 16h29,Mis à jour le 1 avr. à 18h02"
Bourse/Pensions : Retraites en déroute,Le krach boursier a creusé les déficits des plans de retraite des entreprises.,"Publié le 1 avr. à 15h51,Mis à jour le 1 avr. à 16h03"
,"Jamais les Bourses mondiales n'avaient aussi mal commencé l'année. Le premier trimestre s'achève sur une baisse de 26,5 % à Paris. Les géants du CAC 40 ont effacé plus de 450 milliards d'euros de capitalisation. Du jamais-vu. C'est quasiment comme si LVMH, L'Oréal et Sanofi, les trois plus grosses sociétés du CAC 40, étaient parties en fumée.","Décryptage,Sélection abonnés,Publié le 1 avr. à 13h44,Mis à jour le 1 avr. à 18h55"
,"La crise sanitaire a eu raison des velléités de rachat du géant des photocopieurs, qui cherchait depuis cinq mois à mettre la main sur le constructeur informatique. Xerox, dont la capitalisation boursière a fondu, se recentre sur la gestion de la crise.","Sélection abonnés,Publié le 1 avr. à 10h53,Mis à jour le 1 avr. à 15h39"
Coronavirus : les Bourses mondiales s'enfoncent dans le rouge alors que les Etats-Unis sont durement frappés par le virus,"Les Bourse mondiales sont frappées de plein fouet par l'arrivée de la vague de coronavirus aux Etats-Unis, où Donald Trump a affirmé qu'il fallait s'attendre à plus de 100.000 morts. Après avoir clôturé l'un des pires trimestres de son histoire, Wall Street ouvre à nouveau en forte baisse (-3 %), entraînant les Bourses européennes dans son sillage (près de -4 %).","Publié le 1 avr. à 9h46,Mis à jour le 1 avr. à 16h04"
,"Les sociétés qui se sont lancées dans la fabrication de tests ou dans la course au vaccin contre le Covid-19 sont les seules à sortir gagnantes de la tempête boursière de ce début d'année. En hausse de plus de 25 % depuis le 1er janvier, BioMérieux signe la meilleure performance boursière du SBF 120. ","Sélection abonnés,Publié le 1 avr. à 9h02,Mis à jour le 1 avr. à 11h01"
,"Contraintes de renoncer à verser des dividendes si elles recourent à certaines aides d'Etat, plusieurs entreprises ont obtempéré. D'autres préfèrent au contraire se passer du dispositif de soutien. Bercy compte exonérer les PME de ces contraintes.","Sélection abonnés,Publié le 31 mars à 19h22,Mis à jour le 1 avr. à 8h31"
Dividendes/Rachats d'actions : Regrets pas éternels,La Bourse va devoir retenir ses réflexes naturels à l'égard des dividendes et des rachats d'actions.,"Publié le 31 mars à 18h55,Mis à jour le 31 mars à 19h20"
Euronext/Six : Du rêve à la réalité,"Bolsas y Mercados Españoles semblait déjà promis à Six, et non à Euronext.","Publié le 31 mars à 17h42,Mis à jour le 31 mars à 19h21"
Coronavirus : Wall Street en repli malgré la reprise de l'activité manufacturière chinoise,"En début de journée, la Chine a publié un indice PMI manufacturier officiel en rebond, à 52 pour le mois de mars, contre 35,7 en février. Ce rebond a dépassé les attentes et traduit un retour à la croissance de l'activité. Mais cela n'est pas suffisant pour convaincre les investisseurs.",Publié le 31 mars à 16h37
Coronavirus : ce qu'il faut retenir du 31 mars,"La France va changer de vitesse dans la production de masques et respirateurs, a annoncé Emmanuel Macron, alors que le nombre de décès liés au coronavirus est passé de 2.000 à 3.000 en quatre jours et où le nombre de personnes hospitalisées est proche de 22.800. Le bilan mondial de la pandémie s'est également alourdi, avec notamment l'Espagne qui a battu son triste record de décès journalier.","Publié le 31 mars à 7h20,Mis à jour le 1 avr. à 23h12"
Natixis et Société Générale renoncent à verser des dividendes en mai,"Mardi, l'entité cotée du groupe BPCE a été la première banque française à céder aux injonctions de la BCE. Elle a été suivie en soirée par Société Générale. La banque centrale demande aux établissements européens de reporter le versement dividendes, un message jusque-là fraîchement accueilli en France.","Publié le 31 mars à 6h32,Mis à jour le 31 mars à 20h58"
,"L'opérateur boursier paneuropéen ne surenchérira pas sur la Bourse de Madrid. Malgré l'intérêt de l'opération, Euronext estime que la création de valeur et le retour sur investissement seraient insuffisants. Le suisse SIX, qui a déposé une offre à 2,8 milliards d'euros, a désormais le champ libre.","Dernière minute,Sélection abonnés,Publié le 30 mars à 19h17,Mis à jour le 31 mars à 17h09"
,"L'envolée de la volatilité sur les marchés boursiers consécutive à la crise mondiale du coronavirus, a précipité la chute d'une des plus anciennes firmes de trading de Chicago. Ronin capital a été victime de « l'indice de la peur », le « VIX », lors des séances de chaos sur les marchés américains. ","Focus,Sélection abonnés,Publié le 30 mars à 13h01,Mis à jour le 30 mars à 16h30"
"Coronavirus : Wall street dans le vert, entraîne les Bourses européennes avec elle","Wall Street a ouvert la semaine dans le vert, mettant fin une chaîne de lundi noir de près d'un mois. De leurs côtés, les Bourses européennes font du yoyo autour de zéro. Elles ont finalement clôturé en hausse.","Publié le 30 mars à 8h56,Mis à jour le 30 mars à 17h56"
150.000 particuliers ont fait leurs premiers pas en Bourse depuis deux mois,"Les particuliers ont cherché les bonnes affaires au plus fort de la tempête boursière. Entre fin février et début avril, 580.000 investisseurs particuliers ont acheté des actions du SBF 120, dont plus de 150.000 nouveaux venus.","Publié le 28 avr. à 12h24,Mis à jour le 28 avr. à 19h15"
,"Les actionnaires de Lagardère vont-ils voter pour un changement de cap pour leur entreprise lors de l'AG du 5 mai ? Deux camps s'affrontent, celui du fonds activiste Amber et celui d'Arnaud Lagardère. Ci-dessous, les motivations du premier.","Sélection abonnés,Publié le 28 avr. à 8h00,Mis à jour le 28 avr. à 8h14"
La dynamique des «exit techs» coupée dans son élan,"Le nombre de rachats ou d'introductions en Bourse de valeurs technologiques françaises avait connu un pic au début de l'année. Face à la crise du coronavirus, le flux des transactions est stoppé net.","Publié le 28 avr. à 7h30,Mis à jour le 28 avr. à 16h19"
Coronavirus : ce qu'il faut retenir de la journée du 28 avril,"Sans surprise, les députés ont validé le plan de déconfinement du gouvernement, lors d'un vote consultatif après cinq heures de débat. Au total, 4.387 cas graves sont toujours traités dans les services de réanimation français, soit 221 patients en moins. Le nombre d'hospitalisation est aussi en baisse. Au cours des dernières 24 heures, 367 personnes sont décédées du nouveau coronavirus.","Publié le 28 avr. à 7h10,Mis à jour le 28 avr. à 23h04"
Airbus/Aéronautique : Foudres célestes,La Bourse a du mal à décrocher les valorisations des avionneurs Airbus et Boeing.,"Publié le 27 avr. à 19h19,Mis à jour le 27 avr. à 19h40"
,"La Banque du Japon occupe un poids prépondérant dans le capitalisme nippon et la banque centrale suisse est le huitième investisseur public au monde, avec notamment des positions impressionnantes dans la « tech » américaine. Mais elles interviennent en Bourse pour des raisons très différentes.","Sélection abonnés,Publié le 27 avr. à 17h50,Mis à jour le 27 avr. à 18h21"
Coronavirus : ce qu'il faut retenir de la journée du 27 avril,"La France a enregistré lundi 437 décès supplémentaires en 24 heures, portant le bilan total de l'épidémie à 23.293 morts. Edouard Philippe présentera mardi le plan de déconfinement, alors que le chômage bondit et que plus d'un parent sur deux ne souhaite pas renvoyer son enfant à l'école.","Publié le 27 avr. à 6h54,Mis à jour le 27 avr. à 23h00"
Une grosse affaire de délits d'initiés suspendue à une décision européenne,Les principaux suspects d'une affaire de délit d'initiés accusent l'AMF d'avoir rassemblé des preuves sans respecter le droit européen. La Cour de cassation a saisi la CJUE pour continuer à appliquer sa législation de manière provisoire et exploiter les preuves. ,"Publié le 25 avr. à 18h18,Mis à jour le 27 avr. à 14h16"
,"La lourde sanction infligée au fonds activiste Elliott  pour manquement aux obligations déclaratives de sa montée au capital lors de l’offre publique visant XPO en 2015 condamne un manquement purement formel, rappelle l'avocat Frédéric Peltier. L’AMF veut marquer les esprits, mais cette justice in abstracto pose question lorsque l’équité du marché n’a pas été atteinte.","Tribune,Sélection abonnés,Publié le 24 avr. à 9h09,Mis à jour le 24 avr. à 10h08"
,"Les groupes français dont l'actionnariat salarié est développé ont particulièrement souffert de la crise boursière et des annulations de dividendes. Mais la durée de détention de ce type de participation, l'abondement, la décote, voire parfois la garantie du capital investi, devraient limiter les pertes.","Sélection abonnés,Publié le 24 avr. à 7h10,Mis à jour le 24 avr. à 8h50"
Euronext se renforce en Europe du Nord,"L'opérateur boursier acquiert VP Securities, le dépositaire central danois, pour 150 millions d'euros. Cette opération va lui permettre de diversifier ses revenus et de réaliser un quart de son chiffre d'affaires en Europe du Nord, après les acquisitions de la Bourse d'Oslo et de Nord Pool.","Publié le 23 avr. à 18h26,Mis à jour le 23 avr. à 20h02"
Lagardère/Vivendi : Amitiés particulières,"La spéculation boursière retombe autour de Lagardère, après l'entrée de Vivendi au capital.","Publié le 22 avr. à 19h09,Mis à jour le 22 avr. à 19h26"
Kering/CAC40 : Spéculation hâtive,La publication de Kering incitera la Bourse à la prudence dans ses déductions.,Publié le 22 avr. à 19h06
,"Face à l'incertitude, les épargnants se doivent de respecter quelques règles immuables pour valoriser leur portefeuille. (Par Sandy Campart, enseignant-chercheur à l'IUP banque finance assurance de l'IAE Caen)","Tribune,Sélection abonnés,Publié le 22 avr. à 15h16,Mis à jour le 22 avr. à 15h19"
Coronavirus : ce qu'il faut retenir de la journée du mercredi 22 avril,"Depuis le début de l'épidémie, 21.340 personnes sont décédées du covid-19 en France, dont 544 pendant les dernières vingt-quatre heures. La baisse des personnes hospitalisées à cause du coronavirus se poursuit. On dénombre 29.741 hospitalisations en France, dont 5.218 patients en réanimation, a déclaré le directeur général de la Santé Jérôme Salomon.","Publié le 22 avr. à 7h13,Mis à jour le 22 avr. à 22h52"
"Avec le confinement, Netflix a gagné un nombre record de nouveaux abonnés","Le numéro un mondial du streaming vidéo a ajouté deux fois plus d'abonnés que prévu au premier trimestre. Sa domination n'a pas été érodée par l'arrivée de concurrents comme Disney +. Le géant du streaming, qui fait face à l'arrêt des tournages, reste cependant prudent.","Publié le 21 avr. à 23h09,Mis à jour le 22 avr. à 18h19"
Opinion | Cessons de fustiger les dividendes !,"Choisir de distribuer un dividende ou pas reste le choix d'une entreprise, pas celui d'un ministre. Une fois encore, la France cède au populisme anticapitaliste, estime Alain Madelin.","Tribune,Publié le 21 avr. à 6h00"
Faurecia : Conduite prudente,Le scénario d'une amélioration au second semestre chez Faurecia convainc la Bourse.,Publié le 20 avr. à 18h44
,"Affectés par le choc boursier de février mars, les géants de la tech se sont offert un rebond spectaculaire. Depuis le début de l'année, le Nasdaq perd seulement 3,6 %, contre 11 % pour le S & P 500. Netflix avance de 31 % depuis le début de l'année, Amazon de 29 % et Microsoft de 13 %.","Sélection abonnés,Publié le 20 avr. à 13h13,Mis à jour le 21 avr. à 10h07"
Bourses / pandémie : Les paradis perdus,La Bourse continue à ne retenir que les bonnes nouvelles.,Publié le 19 avr. à 16h48
Nokia : Les mots bleus,La spéculation boursière autour de Nokia est un peu téléphonée.,"Publié le 19 avr. à 9h38,Mis à jour le 19 avr. à 12h47"
Coronavirus : les Bourses européennes grimpent fortement après le plan de reprise annoncé par Washington,"Les Bourses européennes sont galvanisées par les annonces américaines d'un plan de déconfinement progressif qui peut, pour les Etats les moins touchés, démarrer dès ce vendredi. Les très mauvais chiffres de la croissance chinoise passent au second plan.","Publié le 17 avr. à 11h22,Mis à jour le 17 avr. à 13h13"
,Les déçus des fonds patrimoniaux peuvent se tourner vers d'autres solutions ou en tout cas diversifier leur façon de trouver le meilleur rapport rendement-risque pour investir sur les marchés financiers.,"Sélection abonnés,Publié le 17 avr. à 9h50,Mis à jour le 17 avr. à 9h51"
,"Investir en Bourse sans se soucier de la gestion avec, sur le papier, un bon rapport rendement-risque, c'est la promesse commerciale des fonds patrimoniaux. Certains d'entre eux ont déjà été très malmenés en 2018. Comment résistent-ils à la crise actuelle ?","Sélection abonnés,Publié le 17 avr. à 9h50"
,La chute des encours du géant américain (13%) est limitée au regard de la correction de 20 à 25% des bourses mondiales. C'est toutefois la première fois depuis 5 ans que BlackRock subit une décollecte sur ses actifs à moyen et long terme. ,"Sélection abonnés,Publié le 16 avr. à 16h19,Mis à jour le 16 avr. à 17h17"
Coronavirus : les paquebots de croisière américains condamnés au calme plat,"Les autorités américaines viennent d'interdire « tous les navires de croisière » pour 100 jours. Les trois groupes cotés, Carnival (Costa Croisières), Norwegian Cruise Lines et Royal Caribbean, ont perdu les trois-quarts de leur valeur en Bourse depuis le début de l'année. Ils ont mis en place des plans Orsec pour se financer, sur fond de questionnement de leur modèle économique.","Focus,Publié le 16 avr. à 11h57,Mis à jour le 16 avr. à 14h14"
Coronavirus : Netflix bat son record historique en Bourse et vaut près de 190 milliards de dollars,"A Wall Street, le numéro un mondial du streaming vidéo est au coude-à-coude avec Disney. Comme son rival direct qui vient de franchir la barre des 50 millions d'abonnés payants cinq mois à peine après son lancement, Netflix devrait bénéficier fortement de la période actuelle.","En chiffres,Publié le 15 avr. à 17h23"
Coronavirus : violent retour à la réalité pour les Bourses mondiales,"Les chiffres catastrophiques du département du Commerce américain ont sifflé la fin de la récréation ce mercredi, mettant fin à plusieurs séances d'euphorie sur les marchés.","Publié le 15 avr. à 10h10,Mis à jour le 15 avr. à 19h27"
Opinion | Soyons tous les investisseurs de nos entreprises,"Des voix s'élèvent pour promouvoir un financement plus éthique de nos entreprises. Le financement en échange de royalties, un modèle alternatif au capital-risque, possède plusieurs atouts, assure Jean-David Bar.","Tribune,Publié le 14 avr. à 15h35"
Bourse/Résultats d'entreprises : Une saison en enfer,L'absence d'alternative aux actions va être testée par les publications trimestrielles d'entreprises.,Publié le 14 avr. à 14h58
Coronavirus : les Bourses mondiales en hausse avec le début de la saison des résultats,"Les premiers résultats de plusieurs grands noms de Wall Street, notamment dans le secteur bancaire, semblent rassurer les investisseurs, malgré l'impact important du virus. En outre, les exportations chinoises du mois de mars meilleures que prévu et le fait que certains des pays les plus touchés entrevoient une lueur d'espoir sur le front sanitaire, notamment en Europe, entretiennent la bonne dynamique de la semaine passée.","Publié le 14 avr. à 9h27,Mis à jour le 14 avr. à 16h59"
,Le but du fonds Amber fondé par Joseph Oughourlian est de déverrouiller le contrôle qu'exerce Arnaud Lagardère sur sa société. Le camp de l'héritier parle de risque de paralysie de gouvernance.,"Sélection abonnés,Publié le 13 avr. à 7h00"
Coronavirus : ce qu'il faut retenir du 30 mars,"La perspective que l'épidémie atteigne enfin son pic dans les pays d'Europe les plus meurtris par le coronavirus a suscité de l'espoir ce lundi, même si la récession est désormais un «fait acquis» en raison des mesures de confinement qui affectent quatre habitants de la planète sur dix. En France, le bilan de l'épidémie a continué à s'alourdir avec plus de 3.000 décès enregistrés dans les hôpitaux depuis le début de l'épidémie.","Publié le 30 mars à 7h15,Mis à jour le 30 mars à 23h29"
Bourse : Le grand Covid des dividendes,Les actionnaires du CAC 40 vont subir une chute historique des coupons.,Publié le 29 mars à 14h31
,"Les rachats d'actions avaient atteint 1.000 milliards de dollars par an et constituaient le principal moteur de Wall Street. Quant aux dividendes, ils avaient doublé dans le monde ces 10 dernières années. La priorité des entreprises est désormais de préserver au maximum leurs liquidités.","Sélection abonnés,Publié le 29 mars à 14h25"
Dividendes : une raison d'être solidaire,Le versement de dividendes par des entreprises bénéficiant de soutiens publics pose avec une acuité nouvelle la question de la «raison d'être».,"Édito,Publié le 29 mars à 13h32,Mis à jour le 29 mars à 17h08"
Bourse/Secteurs : Des cycles plus ou moins cycliques,L'évolution sectorielle de la cote européenne pourrait limiter son creux de valorisation.,"Publié le 29 mars à 10h25,Mis à jour le 29 mars à 16h05"
,Le pays qui défend la gestion rigoureuse des deniers publics à Bruxelles s'est résolu à ouvrir les cordons de la bourse pour soutenir son économie. Une vingtaine de milliards d'euros sont sur la table.,"Sélection abonnés,Publié le 28 mars à 15h09"
,"Les courtiers en ligne constatent une vague de nouveaux venus sur les marchés financiers. Attirés par la chute des Bourses, ils pensent déceler des opportunités. Mais attention aux risques.","Reportage,Sélection abonnés,Publié le 28 mars à 14h10,Mis à jour le 28 mars à 17h53"
Coronavirus : ce qu'il faut retenir de la journée du 28 mars,"Le Premier ministre Edouard Philippe et le ministre de la Santé Olivier Véran ont tenu une conférence de presse très pédagogique sur la situation sanitaire, notamment la pénurie de masques ou la question des tests. 319 nouveaux décès ont été enregistrés à l'hôpital en 24 heures, portant le bilan à 2.314 morts.","Dernière minute,Publié le 28 mars à 8h07,Mis à jour le 28 mars à 20h59"
Coronavirus : fin de semaine en baisse pour les Bourses européennes et Wall Street,"Après plusieurs séances de hausse, les places européennes sont reparties en forte baisse. Les investisseurs sont dans l'attente de nouvelles mesures de relance économique alors que, sur le front sanitaire, la propagation de la pandémie frappe maintenant de plein fouet les Etats-Unis, devenus l'un des principaux foyers mondiaux du virus.","Publié le 27 mars à 8h54,Mis à jour le 27 mars à 21h43"
De plus en plus d'entreprises décalent leur assemblée générale,"LVMH, Valeo, Renault et Accor reportent leur assemblée générale à fin juin. Le gouvernement a publié jeudi matin une ordonnance pour autoriser les AG à se tenir sans la présence physique des actionnaires cette année.","Publié le 26 mars à 17h41,Mis à jour le 26 mars à 18h04"
"HelloFresh, le roi de la box à cuisiner en embuscade",L'entreprise allemande cotée en Bourse bénéficie directement de la crise du coronavirus qui a dopé ses commandes et l'attention des investisseurs. Elle a adapté ses process selon les recommandations de l'OMS.,Publié le 26 mars à 15h14
Les fintechs de l'épargne à l'épreuve du coronavirus,"Face à la tourmente boursière, quels sont les atouts des jeunes pousses du conseil financier en ligne ? Sont-elles adaptées à des configurations de crise ?","Publié le 26 mars à 10h29,Mis à jour le 26 mars à 10h30"
,"Depuis janvier, le titre du groupe a bondi de plus de 100 % à Wall Street et tutoie ses sommets historiques, à près de 40 milliards de dollars de capitalisation boursière. Soit près de deux fois celle de Twitter et plus de deux fois et demie celle de Slack. Tirant profit de la crise actuelle, Zoom est l'application la plus téléchargée dans plusieurs dizaines de pays.","Focus,Sélection abonnés,Publié le 26 mars à 10h04,Mis à jour le 26 mars à 13h44"
